Date,cash,gold,equities,short_bonds
2020-05-06,,14.170000076293945,20.203792572021484,23.978639602661133
2020-05-07,,14.359999656677246,20.203792572021484,24.01282501220703
2020-05-08,,14.3100004196167,20.39189338684082,24.038467407226562
2020-05-11,,14.210000038146973,20.579988479614258,24.02992057800293
2020-05-12,,14.25,20.24654197692871,24.02992057800293
2020-05-13,,14.390000343322754,19.742088317871094,24.01282501220703
2020-05-14,,14.529999732971191,19.78483772277832,24.021377563476562
2020-05-15,,14.649999618530273,19.964391708374023,24.01282501220703
2020-05-19,,14.59000015258789,20.297836303710938,24.004281997680664
2020-05-20,,14.65999984741211,20.451744079589844,24.01282501220703
2020-05-21,,14.479999542236328,20.314943313598633,24.01282501220703
2020-05-22,,14.550000190734863,20.332040786743164,24.02395248413086
2020-05-25,,14.600000381469727,20.579988479614258,24.032520294189453
2020-05-26,,14.359999656677246,20.665498733520508,24.02395248413086
2020-05-27,,14.359999656677246,20.836496353149414,24.049646377563477
2020-05-28,,14.399999618530273,20.836496353149414,24.041078567504883
2020-05-29,,14.510000228881836,20.69969367980957,24.049646377563477
2020-06-01,,14.579999923706055,20.802297592163086,24.041078567504883
2020-06-02,,14.5,21.024599075317383,24.058202743530273
2020-06-03,,14.220000267028809,21.272550582885742,24.058202743530273
2020-06-04,,14.369999885559082,21.21270179748535,24.058202743530273
2020-06-05,,14.029999732971191,21.665851593017578,24.083892822265625
2020-06-08,,14.1899995803833,21.82830238342285,24.118135452270508
2020-06-09,,14.350000381469727,21.640201568603516,24.118135452270508
2020-06-10,,14.5600004196167,21.46065330505371,24.152385711669922
2020-06-11,,14.479999542236328,20.57144546508789,24.126697540283203
2020-06-12,,14.479999542236328,20.879243850708008,24.126697540283203
2020-06-15,,14.449999809265137,20.998945236206055,24.16095542907715
2020-06-16,,14.449999809265137,21.229793548583984,24.16095542907715
2020-06-17,,14.489999771118164,21.110095977783203,24.16095542907715
2020-06-18,,14.460000038146973,21.17849349975586,24.16950798034668
2020-06-19,,14.600000381469727,21.14430046081543,24.16095542907715
2020-06-22,,14.720000267028809,21.229793548583984,24.152385711669922
2020-06-23,,14.819999694824219,21.323848724365234,24.16950798034668
2020-06-24,,14.760000228881836,20.908952713012695,24.14634895324707
2020-06-25,,14.739999771118164,21.141841888427734,24.163497924804688
2020-06-26,,14.819999694824219,20.770933151245117,24.180662155151367
2020-06-29,,14.859999656677246,21.090089797973633,24.180662155151367
2020-06-30,,14.899999618530273,21.25398063659668,24.180662155151367
2020-07-02,,14.869999885559082,21.38336944580078,24.17207908630371
2020-07-03,,14.970000267028809,21.340240478515625,24.19780921936035
2020-07-06,,14.960000038146973,21.478256225585938,24.206398010253906
2020-07-07,,15.050000190734863,21.374740600585938,24.22355079650879
2020-07-08,,15.1899995803833,21.41787338256836,24.2149715423584
2020-07-09,,15.100000381469727,21.34886932373047,24.2149715423584
2020-07-10,,15.069999694824219,21.555877685546875,24.23212242126465
2020-07-13,,15.100000381469727,21.443744659423828,24.2149715423584
2020-07-14,,15.119999885559082,21.82328224182129,24.240697860717773
2020-07-15,,15.130000114440918,22.021677017211914,24.240697860717773
2020-07-16,,15.020000457763672,21.96992301940918,24.257862091064453
2020-07-17,,15.180000305175781,22.125185012817383,24.24928092956543
2020-07-20,,15.239999771118164,22.194189071655273,24.257862091064453
2020-07-21,,15.390000343322754,22.16831398010254,24.24928092956543
2020-07-22,,15.619999885559082,22.18556785583496,24.266433715820312
2020-07-23,,15.739999771118164,21.978548049926758,24.266433715820312
2020-07-24,,15.899999618530273,21.94404411315918,24.257862091064453
2020-07-27,,16.190000534057617,22.176937103271484,24.276763916015625
2020-07-28,,16.329999923706055,22.13381004333496,24.285358428955078
2020-07-29,,16.399999618530273,22.36670684814453,24.30254364013672
2020-07-30,,16.309999465942383,22.375329971313477,24.30254364013672
2020-07-31,,16.469999313354492,22.18556785583496,24.30254364013672
2020-08-04,,16.81999969482422,22.470216751098633,24.2939510345459
2020-08-05,,16.989999771118164,22.6513614654541,24.30254364013672
2020-08-06,,17.200000762939453,22.76349639892578,24.3369197845459
2020-08-07,,16.93000030517578,22.720365524291992,24.32832145690918
2020-08-10,,16.889999389648438,22.789379119873047,24.3369197845459
2020-08-11,,15.930000305175781,22.6513614654541,24.319730758666992
2020-08-12,,15.899999618530273,22.772123336791992,24.311138153076172
2020-08-13,,16.280000686645508,22.711742401123047,24.30254364013672
2020-08-14,,16.229999542236328,22.711742401123047,24.311138153076172
2020-08-17,,16.559999465942383,22.892879486083984,24.311138153076172
2020-08-18,,16.719999313354492,22.849756240844727,24.319730758666992
2020-08-19,,16.190000534057617,22.789379119873047,24.311138153076172
2020-08-20,,16.260000228881836,22.832502365112305,24.311138153076172
2020-08-21,,16.18000030517578,22.70311737060547,24.30254364013672
2020-08-24,,16.059999465942383,22.849756240844727,24.311138153076172
2020-08-25,,16.06999969482422,22.858373641967773,24.304244995117188
2020-08-26,,16.25,23.08264923095703,24.28702735900879
2020-08-27,,16.040000915527344,23.00501823425293,24.28702735900879
2020-08-28,,16.360000610351562,22.987762451171875,24.28702735900879
2020-08-31,,16.3700008392334,22.69449234008789,24.304244995117188
2020-09-01,,16.399999618530273,22.901504516601562,24.312856674194336
2020-09-02,,16.170000076293945,22.97913932800293,24.338685989379883
2020-09-03,,16.06999969482422,22.63410758972168,24.347299575805664
2020-09-04,,16.139999389648438,22.323579788208008,24.330076217651367
2020-09-08,,16.059999465942383,22.15106201171875,24.338685989379883
2020-09-09,,16.260000228881836,22.556474685668945,24.330076217651367
2020-09-10,,16.209999084472656,22.28907585144043,24.330076217651367
2020-09-11,,16.209999084472656,22.34083366394043,24.347299575805664
2020-09-14,,16.31999969482422,22.547847747802734,24.321468353271484
2020-09-15,,16.270000457763672,22.6254825592041,24.347299575805664
2020-09-16,,16.299999237060547,22.45296859741211,24.338685989379883
2020-09-17,,16.25,22.39258575439453,24.364513397216797
2020-09-18,,16.25,22.314950942993164,24.355907440185547
2020-09-21,,15.920000076293945,22.038923263549805,24.347299575805664
2020-09-22,,15.850000381469727,22.245952606201172,24.347299575805664
2020-09-23,,15.430000305175781,21.82328224182129,24.364513397216797
2020-09-24,,15.489999771118164,21.927661895751953,24.348989486694336
2020-09-25,,15.4399995803833,22.153810501098633,24.348989486694336
2020-09-28,,15.59000015258789,22.397356033325195,24.35761260986328
2020-09-29,,15.779999732971191,22.362558364868164,24.348989486694336
2020-09-30,,15.670000076293945,22.249483108520508,24.340360641479492
2020-10-01,,15.8100004196167,22.34516143798828,24.340360641479492
2020-10-02,,15.800000190734863,22.353862762451172,24.35761260986328
2020-10-05,,15.869999885559082,22.658287048339844,24.348989486694336
2020-10-06,,15.670000076293945,22.41474723815918,24.35761260986328
2020-10-07,,15.680000305175781,22.684383392333984,24.348989486694336
2020-10-08,,15.720000267028809,22.840953826904297,24.366239547729492
2020-10-09,,15.960000038146973,22.884441375732422,24.383493423461914
2020-10-13,,15.6899995803833,22.81485939025879,24.383493423461914
2020-10-14,,15.800000190734863,22.727880477905273,24.383493423461914
2020-10-15,,15.8100004196167,22.797456741333008,24.383493423461914
2020-10-16,,15.800000190734863,22.71917724609375,24.392118453979492
2020-10-19,,15.760000228881836,22.501726150512695,24.383493423461914
2020-10-20,,15.859999656677246,22.475627899169922,24.374868392944336
2020-10-21,,15.979999542236328,22.423444747924805,24.383493423461914
2020-10-22,,15.84000015258789,22.493026733398438,24.374868392944336
2020-10-23,,15.8100004196167,22.562610626220703,24.374868392944336
2020-10-26,,15.789999961853027,22.232091903686523,24.357587814331055
2020-10-27,,15.819999694824219,22.162504196166992,24.37486457824707
2020-10-28,,15.59000015258789,21.55364418029785,24.36622428894043
2020-10-29,,15.520000457763672,21.68411636352539,24.348941802978516
2020-10-30,,15.59000015258789,21.571043014526367,24.340303421020508
2020-11-02,,15.6899995803833,21.71890640258789,24.348941802978516
2020-11-03,,15.829999923706055,22.066822052001953,24.348941802978516
2020-11-04,,15.770000457763672,22.136411666870117,24.340303421020508
2020-11-05,,16.18000030517578,22.545217514038086,24.357587814331055
2020-11-06,,16.190000534057617,22.545217514038086,24.348941802978516
2020-11-09,,15.5,22.788761138916016,24.340303421020508
2020-11-10,,15.529999732971191,22.99751091003418,24.348941802978516
2020-11-11,,15.420000076293945,23.2149600982666,24.340303421020508
2020-11-12,,15.520000457763672,22.962718963623047,24.36622428894043
2020-11-13,,15.649999618530273,23.10188865661621,24.331663131713867
2020-11-16,,15.609999656677246,23.39762306213379,24.37486457824707
2020-11-17,,15.5600004196167,23.467205047607422,24.36622428894043
2020-11-18,,15.5,23.3889217376709,24.37486457824707
2020-11-19,,15.430000305175781,23.432416915893555,24.36622428894043
2020-11-20,,15.489999771118164,23.58028221130371,24.36622428894043
2020-11-23,,15.180000305175781,23.67595863342285,24.37486457824707
2020-11-24,,14.920000076293945,23.936899185180664,24.37486457824707
2020-11-25,,14.949999809265137,24.006484985351562,24.383522033691406
2020-11-26,,15.020000457763672,24.049970626831055,24.39217185974121
2020-11-27,,14.760000228881836,24.12825584411621,24.400833129882812
2020-11-30,,14.699999809265137,23.893407821655273,24.409486770629883
2020-12-01,,15.039999961853027,23.980390548706055,24.39217185974121
2020-12-02,,15.15999984741211,24.07606315612793,24.39217185974121
2020-12-03,,15.229999542236328,24.12825584411621,24.400833129882812
2020-12-04,,15.199999809265137,24.302215576171875,24.383522033691406
2020-12-07,,15.430000305175781,24.3804931640625,24.39217185974121
2020-12-08,,15.529999732971191,24.47616958618164,24.39217185974121
2020-12-09,,15.239999771118164,24.3804931640625,24.409486770629883
2020-12-10,,15.170000076293945,24.42398452758789,24.409486770629883
2020-12-11,,15.210000038146973,24.354400634765625,24.418148040771484
2020-12-14,,15.109999656677246,24.136953353881836,24.409486770629883
2020-12-15,,15.390000343322754,24.31960678100586,24.418148040771484
2020-12-16,,15.420000076293945,24.389190673828125,24.426795959472656
2020-12-17,,15.600000381469727,24.51966094970703,24.418148040771484
2020-12-18,,15.5600004196167,24.328304290771484,24.418148040771484
2020-12-21,,15.539999961853027,24.310914993286133,24.409486770629883
2020-12-22,,15.369999885559082,24.371797561645508,24.435455322265625
2020-12-23,,15.479999542236328,24.42398452758789,24.426795959472656
2020-12-24,,15.5600004196167,24.48487091064453,24.435455322265625
2020-12-29,,15.529999732971191,24.371797561645508,24.444108963012695
2020-12-30,,15.65999984741211,24.417343139648438,24.46145248413086
2020-12-31,,15.710000038146973,24.23342514038086,24.478796005249023
2021-01-04,,16.079999923706055,24.37354850769043,24.46145248413086
2021-01-05,,16.1200008392334,24.6187744140625,24.46145248413086
2021-01-06,,15.850000381469727,24.802698135375977,24.452781677246094
2021-01-07,,15.850000381469727,25.09170913696289,24.452781677246094
2021-01-08,,15.350000381469727,25.1004638671875,24.46145248413086
2021-01-11,,15.260000228881836,24.969097137451172,24.46145248413086
2021-01-12,,15.369999885559082,25.021644592285156,24.470117568969727
2021-01-13,,15.260000228881836,24.98661231994629,24.478796005249023
2021-01-14,,15.260000228881836,24.99536895751953,24.46145248413086
2021-01-15,,15.130000114440918,24.934062957763672,24.49614143371582
2021-01-18,,15.229999542236328,25.004131317138672,24.48746681213379
2021-01-19,,15.199999809265137,25.012882232666016,24.50481605529785
2021-01-20,,15.4399995803833,25.09170913696289,24.49614143371582
2021-01-21,,15.449999809265137,24.9603328704834,24.48746681213379
2021-01-22,,15.34000015258789,24.863996505737305,24.48746681213379
2021-01-25,,15.329999923706055,24.9603328704834,24.485733032226562
2021-01-26,,15.319999694824219,24.79393196105957,24.494415283203125
2021-01-27,,15.25,24.30348777770996,24.494415283203125
2021-01-28,,15.239999771118164,24.610017776489258,24.494415283203125
2021-01-29,,15.270000457763672,24.21590232849121,24.50309944152832
2021-02-01,,15.399999618530273,24.6888370513916,24.50309944152832
2021-02-02,,15.1899995803833,24.94282341003418,24.494415283203125
2021-02-03,,15.119999885559082,24.99536895751953,24.477041244506836
2021-02-04,,14.800000190734863,25.1705265045166,24.468358993530273
2021-02-05,,14.960000038146973,25.30190086364746,24.468358993530273
2021-02-08,,15.140000343322754,25.573396682739258,24.45968246459961
2021-02-09,,15.1899995803833,25.669736862182617,24.45098876953125
2021-02-10,,15.210000038146973,25.73979949951172,24.45968246459961
2021-02-11,,15.100000381469727,25.660980224609375,24.45968246459961
2021-02-12,,15.050000190734863,25.7573184967041,24.45968246459961
2021-02-16,,14.829999923706055,25.809864044189453,24.424928665161133
2021-02-17,,14.649999618530273,25.6522159576416,24.44230079650879
2021-02-18,,14.640000343322754,25.50333023071289,24.424928665161133
2021-02-19,,14.6899995803833,25.669736862182617,24.39887237548828
2021-02-22,,14.920000076293945,25.72228240966797,24.379730224609375
2021-02-23,,14.90999984741211,25.590911865234375,24.379730224609375
2021-02-24,,14.850000381469727,25.809864044189453,24.36233139038086
2021-02-25,,14.609999656677246,25.442026138305664,24.249216079711914
2021-02-26,,14.279999732971191,25.188045501708984,24.27532386779785
2021-03-01,,14.229999542236328,25.582155227661133,24.318822860717773
2021-03-02,,14.3100004196167,25.72228240966797,24.34492301940918
2021-03-03,,14.140000343322754,25.590911865234375,24.327518463134766
2021-03-04,,14.010000228881836,25.336933135986328,24.30142593383789
2021-03-05,,14.039999961853027,25.696014404296875,24.266626358032227
2021-03-08,,13.890000343322754,25.792348861694336,24.27532386779785
2021-03-09,,14.15999984741211,25.985023498535156,24.292726516723633
2021-03-10,,14.270000457763672,26.133907318115234,24.327518463134766
2021-03-11,,14.239999771118164,26.344104766845703,24.327518463134766
2021-03-12,,14.229999542236328,26.37037467956543,24.27532386779785
2021-03-15,,14.3100004196167,26.5105037689209,24.257917404174805
2021-03-16,,14.289999961853027,26.396650314331055,24.266626358032227
2021-03-17,,14.390000343322754,26.5455379486084,24.27532386779785
2021-03-18,,14.319999694824219,26.379131317138672,24.257917404174805
2021-03-19,,14.399999618530273,26.37037467956543,24.266626358032227
2021-03-22,,14.380000114440918,26.335342407226562,24.292726516723633
2021-03-23,,14.270000457763672,26.14266586303711,24.30142593383789
2021-03-24,,14.3100004196167,26.081357955932617,24.310123443603516
2021-03-25,,14.260000228881836,26.11839485168457,24.32581329345703
2021-03-26,,14.300000190734863,26.277118682861328,24.32581329345703
2021-03-29,,14.130000114440918,26.21539306640625,24.308387756347656
2021-03-30,,13.90999984741211,26.224210739135742,24.308387756347656
2021-03-31,,14.100000381469727,26.197755813598633,24.317100524902344
2021-04-01,,14.260000228881836,26.612199783325195,24.32581329345703
2021-04-05,,14.270000457763672,26.691553115844727,24.308387756347656
2021-04-06,,14.390000343322754,26.788549423217773,24.33453369140625
2021-04-07,,14.350000381469727,26.832639694213867,24.343246459960938
2021-04-08,,14.529999732971191,26.97372817993164,24.343246459960938
2021-04-09,,14.399999618530273,26.97372817993164,24.32581329345703
2021-04-12,,14.279999732971191,26.947275161743164,24.32581329345703
2021-04-13,,14.390000343322754,26.938459396362305,24.351959228515625
2021-04-14,,14.319999694824219,26.903182983398438,24.317100524902344
2021-04-15,,14.579999923706055,27.132448196411133,24.360673904418945
2021-04-16,,14.649999618530273,27.15889549255371,24.343246459960938
2021-04-19,,14.739999771118164,26.947275161743164,24.33453369140625
2021-04-20,,14.6899995803833,26.691553115844727,24.351959228515625
2021-04-21,,14.850000381469727,26.88554573059082,24.33453369140625
2021-04-22,,14.729999542236328,26.71800422668457,24.33453369140625
2021-04-23,,14.720000267028809,26.82382583618164,24.351959228515625
2021-04-26,,14.729999542236328,26.894367218017578,24.323152542114258
2021-04-27,,14.6899995803833,26.920820236206055,24.33188247680664
2021-04-28,,14.729999542236328,27.1677188873291,24.358078002929688
2021-04-29,,14.680000305175781,27.05308723449707,24.34061622619629
2021-04-30,,14.600000381469727,26.832639694213867,24.34061622619629
2021-05-03,,14.789999961853027,26.9825439453125,24.358078002929688
2021-05-04,,14.6899995803833,26.938459396362305,24.34061622619629
2021-05-05,,14.739999771118164,27.114810943603516,24.358078002929688
2021-05-06,,15.0,27.079544067382812,24.358078002929688
2021-05-07,,15.130000114440918,27.33525848388672,24.37553596496582
2021-05-10,,15.199999809265137,27.194171905517578,24.36680793762207
2021-05-11,,15.149999618530273,27.06190299987793,24.36680793762207
2021-05-12,,15.039999961853027,26.832639694213867,24.33188247680664
2021-05-13,,15.079999923706055,26.903182983398438,24.349336624145508
2021-05-14,,15.210000038146973,27.220626831054688,24.349336624145508
2021-05-17,,15.420000076293945,27.370527267456055,24.34061622619629
2021-05-18,,15.4399995803833,27.41461753845215,24.349336624145508
2021-05-19,,15.4399995803833,27.308807373046875,24.323152542114258
2021-05-20,,15.510000228881836,27.48515510559082,24.349336624145508
2021-05-21,,15.539999961853027,27.458703994750977,24.35546112060547
2021-05-25,,15.65999984741211,27.502796173095703,24.39044761657715
2021-05-26,,15.670000076293945,27.749696731567383,24.39044761657715
2021-05-27,,15.65999984741211,27.829051971435547,24.372953414916992
2021-05-28,,15.710000038146973,27.926050186157227,24.372953414916992
2021-05-31,,15.770000457763672,27.7673282623291,24.35546112060547
2021-06-01,,15.6899995803833,28.09359359741211,24.381694793701172
2021-06-02,,15.6899995803833,28.084775924682617,24.381694793701172
2021-06-03,,15.4399995803833,28.067136764526367,24.372953414916992
2021-06-04,,15.579999923706055,28.172950744628906,24.399188995361328
2021-06-07,,15.640000343322754,28.208221435546875,24.39044761657715
2021-06-08,,15.640000343322754,28.25230598449707,24.39044761657715
2021-06-09,,15.550000190734863,28.172950744628906,24.399188995361328
2021-06-10,,15.619999885559082,28.22585678100586,24.416683197021484
2021-06-11,,15.479999542236328,28.34048843383789,24.399188995361328
2021-06-14,,15.350000381469727,28.384578704833984,24.399188995361328
2021-06-15,,15.34000015258789,28.490386962890625,24.39044761657715
2021-06-16,,15.0600004196167,28.490386962890625,24.337968826293945
2021-06-17,,14.609999656677246,28.366945266723633,24.346717834472656
2021-06-18,,14.529999732971191,28.164133071899414,24.311737060546875
2021-06-21,,14.680000305175781,28.393388748168945,24.302995681762695
2021-06-22,,14.649999618530273,28.472753524780273,24.329225540161133
2021-06-23,,14.59000015258789,28.393388748168945,24.320478439331055
2021-06-24,,14.600000381469727,28.4768123626709,24.335378646850586
2021-06-25,,14.619999885559082,28.503429412841797,24.326614379882812
2021-06-28,,14.649999618530273,28.396944046020508,24.335378646850586
2021-06-29,,14.489999771118164,28.459062576293945,24.31785011291504
2021-06-30,,14.569999694824219,28.450191497802734,24.31785011291504
2021-07-02,,14.670000076293945,28.530057907104492,24.335378646850586
2021-07-05,,14.75,28.636545181274414,24.31785011291504
2021-07-06,,14.789999961853027,28.65428924560547,24.326614379882812
2021-07-07,,14.850000381469727,28.645414352416992,24.344141006469727
2021-07-08,,14.84000015258789,28.325950622558594,24.344141006469727
2021-07-09,,14.859999656677246,28.583301544189453,24.326614379882812
2021-07-12,,14.869999885559082,28.5655517578125,24.344141006469727
2021-07-13,,14.890000343322754,28.618793487548828,24.335378646850586
2021-07-14,,15.020000457763672,28.441312789916992,24.352890014648438
2021-07-15,,15.0600004196167,28.503429412841797,24.370412826538086
2021-07-16,,14.920000076293945,28.210588455200195,24.379167556762695
2021-07-19,,14.899999618530273,27.855632781982422,24.414207458496094
2021-07-20,,14.90999984741211,28.148468017578125,24.422971725463867
2021-07-21,,14.859999656677246,28.388071060180664,24.40545654296875
2021-07-22,,14.859999656677246,28.37032699584961,24.414207458496094
2021-07-23,,14.800000190734863,28.530057907104492,24.414207458496094
2021-07-26,,14.8100004196167,28.485687255859375,24.410707473754883
2021-07-27,,14.819999694824219,28.503429412841797,24.43702507019043
2021-07-28,,14.859999656677246,28.583301544189453,24.410707473754883
2021-07-29,,15.029999732971191,28.69866180419922,24.419479370117188
2021-07-30,,14.960000038146973,28.68091583251953,24.428255081176758
2021-08-03,,14.899999618530273,28.778528213500977,24.454570770263672
2021-08-04,,14.90999984741211,28.716411590576172,24.428255081176758
2021-08-05,,14.829999923706055,28.778528213500977,24.401931762695312
2021-08-06,,14.479999542236328,28.938262939453125,24.39315414428711
2021-08-09,,14.25,28.867271423339844,24.39315414428711
2021-08-10,,14.1899995803833,28.95600700378418,24.384380340576172
2021-08-11,,14.390000343322754,29.035873413085938,24.39315414428711
2021-08-12,,14.420000076293945,29.000377655029297,24.384380340576172
2021-08-13,,14.59000015258789,29.009258270263672,24.401931762695312
2021-08-16,,14.729999542236328,28.973758697509766,24.419479370117188
2021-08-17,,14.670000076293945,28.796281814575195,24.410707473754883
2021-08-18,,14.670000076293945,28.725278854370117,24.419479370117188
2021-08-19,,14.649999618530273,28.592174530029297,24.410707473754883
2021-08-20,,14.680000305175781,28.76078224182129,24.419479370117188
2021-08-23,,14.850000381469727,28.973758697509766,24.401931762695312
2021-08-24,,14.8100004196167,29.0625,24.419479370117188
2021-08-25,,14.729999542236328,29.106868743896484,24.388715744018555
2021-08-26,,14.770000457763672,29.018125534057617,24.39750862121582
2021-08-27,,14.970000267028809,29.213356018066406,24.423873901367188
2021-08-30,,14.869999885559082,29.15123748779297,24.415084838867188
2021-08-31,,14.9399995803833,29.12461280822754,24.432661056518555
2021-09-01,,14.920000076293945,29.2932186126709,24.450237274169922
2021-09-02,,14.90999984741211,29.452953338623047,24.459030151367188
2021-09-03,,15.020000457763672,29.470699310302734,24.459030151367188
2021-09-07,,14.75,29.46182632446289,24.450237274169922
2021-09-08,,14.729999542236328,29.364215850830078,24.459030151367188
2021-09-09,,14.75,29.32872200012207,24.459030151367188
2021-09-10,,14.680000305175781,29.23110580444336,24.432661056518555
2021-09-13,,14.739999771118164,29.266603469848633,24.450237274169922
2021-09-14,,14.84000015258789,29.13349151611328,24.459030151367188
2021-09-15,,14.760000228881836,29.32872200012207,24.441450119018555
2021-09-16,,14.449999809265137,29.213356018066406,24.415084838867188
2021-09-17,,14.380000114440918,29.035873413085938,24.415084838867188
2021-09-20,,14.479999542236328,28.592174530029297,24.423873901367188
2021-09-21,,14.579999923706055,28.69866180419922,24.423873901367188
2021-09-22,,14.5600004196167,28.929386138916016,24.415084838867188
2021-09-23,,14.359999656677246,29.000377655029297,24.388715744018555
2021-09-24,,14.390000343322754,28.92536735534668,24.376392364501953
2021-09-27,,14.359999656677246,29.014667510986328,24.358797073364258
2021-09-28,,14.25,28.63959503173828,24.34998321533203
